"group1" "group2"
2.91778095899877 1.58908398027039
1.69941691009561 2.51416163898602
4.27019274025338 3.59497920758807
2.7103191586316 2.60392082922002
1.22158269978481 5.72993047473344
1.66051141876277 0.847903339605294
1.98325699248488 0.519090697572439
1.22012113033717 0.135040126685695
2.52380147144908 2.7901291578216
1.78621520374625 0.63071127259371
1.05568356024225 1.45024028924626
0.961455039902263 4.71156076141573
2.44370018534074 3.66233086841881
0.691849153115209 2.28258603486638
3.79533158336202 1.05768383403878
2.78466879666169 0.958638928027334
3.55075708491922 5.08891042278302
2.82093030781697 5.56173352169032
1.4353257787419 0.515447643915731
2.32040293257945 0.996499306802592
1.30241135938973 0.852941358640529
3.87408798669911 1.55075280239159
1.70316812755886 4.60732757986067
1.01332239864119 3.24003018788653
2.03404448332125 1.70885699863511
1.8113047432798 1.16167319029902
1.87909536127719 2.1175523878505
1.54778032785137 0.867251757026308
3.01327656572759 2.50306010509527
1.09885738997177 2.95391213646753
2.84738663982258 0.582094600802578
3.66140665031263 0.322745561256182
2.84458197478535 1.73545165070875
1.12825014757788 4.90944922221912
0.411337334571245 0.553801864747265
3.25640811653124 2.08170016371414
1.28657412956447 1.34993856356686
2.93772111284502 2.51636680037356
8.07099595221582 3.11164568889079
2.70719138229231 8.40774823707595
2.11799042084319 4.07161869327161
3.2497905267902 1.95878518410811
1.30218560359566 1.29045414284825
0.679135865431219 3.80234299410053
2.69666618050434 1.02551175106366
1.32956948989602 0.209368511299515
3.82919109336653 1.39123585273167
0.908387627116964 0.482646676103673
4.0789051125756 2.80395781398186
2.63916976703559 0.567131230781179
